Team Name,Short Name,TLA,Country,Founded,Club Colors,Venue,Website,Coach Name,Coach Nationality,Player Name,Position,Date of Birth,Nationality
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Alejandro Grimaldo,Left-Back,1995-09-20,Spain
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Exequiel Palacios,Central Midfield,1998-10-05,Argentina
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Martin Terrier,Left Winger,1997-03-04,France
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Nordi Mukiele,Right-Back,1997-11-01,France
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Jonas Hofmann,Attacking Midfield,1992-07-14,Germany
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Granit Xhaka,Defensive Midfield,1992-09-27,Switzerland
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Patrik Schick,Centre-Forward,1996-01-24,Czech Republic
Bayer 04 Leverkusen,Leverkusen,B04,Germany,1904,Red / White / Black,BayArena,http://www.bayer04.de,Xabi Alonso,Spain,Jonathan Tah,Centre-Back,1996-02-11,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Gregor Kobel,Goalkeeper,1997-12-06,Switzerland
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Alexander Meyer,Goalkeeper,1991-04-13,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Marcel Lotka,Goalkeeper,2001-05-25,Poland
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Silas Ostrzinski,Goalkeeper,2003-11-19,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Rodney Elongo-Yombo,Defence,2001-07-27,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Yannik Lührs,Defence,2003-09-09,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Jordi Paulina,Defence,2004-09-23,Netherlands
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Filippo Mané,Defence,2005-03-08,Italy
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Tyler Meiser,Defence,2007-03-01,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Elias Benkara,Defence,2007-04-29,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Ayman Azhil,Midfield,2001-04-10,Morocco
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Niklas Jessen,Midfield,2003-09-04,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Felix Kalu Nmecha,Central Midfield,2000-10-10,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Karim Adeyemi,Left Winger,2002-01-18,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Nico Schlotterbeck,Centre-Back,1999-12-01,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Julian Ryerson,Right-Back,1997-11-17,Norway
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Marcel Sabitzer,Central Midfield,1994-03-17,Austria
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Ramy Bensebaini,Left-Back,1995-04-16,Algeria
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Pascal Groß,Central Midfield,1991-06-15,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Donyell Malen,Right Winger,1999-01-19,Netherlands
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Emre Can,Defensive Midfield,1994-01-12,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Waldemar Anton,Centre-Back,1996-07-20,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Niklas Süle,Centre-Back,1995-09-03,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Sehrou Guirassy,Centre-Forward,1996-03-12,Guinea
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Julian Brandt,Attacking Midfield,1996-05-02,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Cole Campbell,Right Winger,2006-02-20,USA
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Almugera Kabar,Left-Back,2006-06-06,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Kjell Wätjen,Central Midfield,2006-02-16,Germany
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Julien Duranville,Left Winger,2006-05-05,Belgium
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Jamie Bynoe-Gittens,Left Winger,2004-08-08,England
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Yan Couto,Right-Back,2002-06-03,Brazil
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Gio Reyna,Attacking Midfield,2002-11-13,USA
Borussia Dortmund,Dortmund,BVB,Germany,1909,Black / Yellow,Signal Iduna Park,http://www.bvb.de,Nuri Şahin,Turkey,Maximilian Beier,Centre-Forward,2002-10-17,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Manuel Neuer,Goalkeeper,1986-03-27,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Sven Ulreich,Goalkeeper,1988-08-03,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Daniel Peretz,Goalkeeper,2000-07-10,Israel
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Max Schmitt,Goalkeeper,2006-01-18,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Anthony Pavlešić,Goalkeeper,2006-01-31,Australia
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Leon Klanac,Goalkeeper,2007-03-01,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Thomas Müller,Offence,1989-09-13,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Nestor Irankunda,Offence,2006-02-09,Australia
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Jonah Kusi-Asare,Offence,2007-07-04,Sweden
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Hiroki Ito,Centre-Back,1999-05-12,Japan
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Alphonso Davies,Left-Back,2000-11-02,Canada
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,João Palhinha,Defensive Midfield,1995-07-09,Portugal
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Konrad Laimer,Central Midfield,1997-05-27,Austria
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Dayot Upamecano,Centre-Back,1998-10-27,France
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Harry Kane,Centre-Forward,1993-07-28,England
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Eric Dier,Centre-Back,1994-01-15,England
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Raphaël Guerreiro,Left-Back,1993-12-22,Portugal
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Leroy Sané,Right Winger,1996-01-11,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Leon Goretzka,Central Midfield,1995-02-06,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Kingsley Coman,Left Winger,1996-06-13,France
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Joshua Kimmich,Right-Back,1995-02-08,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Serge Gnabry,Right Winger,1995-07-14,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Adam Aznou,Left-Back,2006-06-02,Morocco
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Tarek Buchmann,Centre-Back,2005-02-28,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Aleksandar Pavlović,Defensive Midfield,2004-05-03,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Noel Aseko Nkili,Defensive Midfield,2005-11-22,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Arijon Ibrahimovic,Left Winger,2005-12-11,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Mathys Tel,Left Winger,2005-04-27,France
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Min-Jae Kim,Centre-Back,1996-11-15,South Korea
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Jamal Musiala,Attacking Midfield,2003-02-26,Germany
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Josip Stanišić,Right-Back,2000-04-02,Croatia
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Sacha Boey,Right-Back,2000-09-13,France
FC Bayern München,Bayern,FCB,Germany,1900,Red / White / Blue,Allianz Arena,http://www.fcbayern.de,Vincent Kompany,Belgium,Michael Olise,Right Winger,2001-12-12,France
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Alexander Nübel,Goalkeeper,1996-09-30,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Fabian Bredlow,Goalkeeper,1995-03-02,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Stefan Drljača,Goalkeeper,1999-04-20,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Dennis Seimen,Goalkeeper,2005-12-01,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Julian Chabot,Defence,1998-02-12,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Ramon Hendriks,Defence,2001-07-18,Netherlands
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Ameen Al Dakhil,Defence,2002-03-06,Belgium
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Christopher Olivier,Midfield,2006-01-31,Austria
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Nick Woltemade,Offence,2002-02-14,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Wahid Faghir,Offence,2003-07-29,Denmark
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Justin Diehl,Offence,2004-11-27,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Benjamin Boakye,Offence,2005-03-07,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Jarzinho Malanga,Offence,2006-07-10,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Angelo Stiller,Defensive Midfield,2001-04-04,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Jamie Leweling,Right Winger,2001-02-26,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Leonidas Stergiou,Centre-Back,2002-03-03,Switzerland
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Yannik Keitel,Defensive Midfield,2000-02-15,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Ermedin Demirovic,Centre-Forward,1998-03-25,Bosnia-Herzegovina
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Pascal Stenzel,Right-Back,1996-03-20,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Atakan Karazor,Defensive Midfield,1996-10-13,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Deniz Undav,Centre-Forward,1996-07-19,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Maximilian Mittelstädt,Left-Back,1997-03-18,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Josha Vagnoman,Right-Back,2000-12-11,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Dan-Axel Zagadou,Centre-Back,1999-06-03,France
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Chris Führich,Left Winger,1998-01-09,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Nikolas Nartey,Central Midfield,2000-02-22,Denmark
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Luca Raimund,Right Winger,2005-04-09,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Anrie Chase,Centre-Back,2004-03-24,Japan
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Thomas Kastanaras,Centre-Forward,2003-01-09,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Frans Krätzig,Left-Back,2003-01-14,Germany
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Fabian Rieder,Attacking Midfield,2002-02-16,Switzerland
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Anthony Rouault,Centre-Back,2001-05-29,France
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,Enzo Millot,Attacking Midfield,2002-07-17,France
VfB Stuttgart,Stuttgart,VFB,Germany,1893,White / Red,Mercedes-Benz Arena,http://www.vfb.de,Sebastian Hoeneß,Germany,El Bilal Touré,Centre-Forward,2001-10-03,Mali
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Neto,Goalkeeper,1989-07-19,Brazil
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,David Raya,Goalkeeper,1995-09-15,Spain
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Tommy Setford,Goalkeeper,2006-03-13,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Jack Porter,Goalkeeper,2008-07-15,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Aleksei Fedorushchenko,Goalkeeper,2005-09-28,Russia
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Zane Monlouis,Defence,2003-10-16,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Maldini Kacurri,Defence,2005-10-04,Albania
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Josh Nichols,Defence,2006-07-26,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Josh Robinson,Defence,2004-12-20,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Salah Oulad M'Hand,Midfield,2003-08-20,Netherlands
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Nathan Butler-Oyedeji,Midfield,2003-01-04,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Jimi Gower,Midfield,2004-10-01,England
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Ismeal Kabia,Offence,2005-12-10,Netherlands
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,Jurrien Timber,Centre-Back,2001-06-17,Netherlands
Arsenal FC,Arsenal,ARS,England,1886,Red / White,Emirates Stadium,http://www.arsenal.com,Mikel Arteta,Spain,William Saliba,Centre-Back,2001-03-24,France
